Motorcycle,Color,Year,Mileage,Price,MotorcycleStrip
DREAM SUPER CUB,red,2559.0,2592.655274888559,32500.0,DREAM SUPER CUB
FINN115I,gray,2565.0,4649.0,38900.0,FINN115I
FINN115I,red,2565.0,6204.0,38900.0,FINN115I
WAVE125I,black,2560.0,2592.655274888559,39900.0,WAVE125I
WAVE125I,black,2564.0,4320.0,54500.0,WAVE125I
SONIC125,red,2547.0,2592.655274888559,21500.0,SONIC125
FINN115I,red,2564.0,7476.0,34900.0,FINN115I
FINN115I,blue,2564.0,8624.0,38500.0,FINN115I
FINN115I,red,2564.0,7761.0,37900.0,FINN115I
FINN115I,blue,2564.0,8831.0,36900.0,FINN115I
FINN115I,red,2565.0,2592.655274888559,38900.0,FINN115I
WAVE125I,black,2559.0,36.0,36500.0,WAVE125I
FINN115I,black,2564.0,2592.655274888559,34900.0,FINN115I
FINN115I,blue,2564.0,4262.0,36500.0,FINN115I
WAVE125I,gray,2563.0,2592.655274888559,47900.0,WAVE125I
FINN115I,black,2564.0,2592.655274888559,31900.0,FINN115I
FINN115I,black,2564.0,4311.0,39900.0,FINN115I
FINN115I,black,2563.0,2592.655274888559,33900.0,FINN115I
WAVE110I,blue,2557.0,2592.655274888559,22000.0,WAVE110I
FINN115I,black,2564.0,8447.0,36000.0,FINN115I
FINN115I,red,2563.0,2592.655274888559,32500.0,FINN115I
FINN115I,red,2564.0,2592.655274888559,35900.0,FINN115I
WAVE110I,blue,2561.0,2592.655274888559,29900.0,WAVE110I
WAVE125I,white,2561.0,2592.655274888559,36500.0,WAVE125I
WAVE125I,red,2558.0,2592.655274888559,36500.0,WAVE125I
WAVE110I,red,2564.0,2592.655274888559,40900.0,WAVE110I
FINN115I,blue,2564.0,8754.0,36900.0,FINN115I
WAVE100,gray,2545.0,2592.655274888559,15500.0,WAVE100
WAVE125I,black,2562.0,8474.0,46900.0,WAVE125I
FINN115I,black,2563.0,2592.655274888559,31500.0,FINN115I
WAVE125I,blue,2556.0,2592.655274888559,31500.0,WAVE125I
DREAM SUPER CUB,blue,2560.0,2592.655274888559,33000.0,DREAM SUPER CUB
SONIC125,red,2547.0,2592.655274888559,19900.0,SONIC125
DREAM SUPER CUB,red,2564.0,4895.0,42500.0,DREAM SUPER CUB
WAVE125I,blue,2563.0,4553.0,47900.0,WAVE125I
WAVE125I,black,2554.0,2592.655274888559,34900.0,WAVE125I
WAVE125I,blue,2556.0,2592.655274888559,30500.0,WAVE125I
DREAM SUPER CUB,pink,2558.0,2592.655274888559,31500.0,DREAM SUPER CUB
FINN115I,red,2564.0,3759.0,37500.0,FINN115I
WAVE110I,red,2563.0,2592.655274888559,38800.0,WAVE110I
FINN115I,Other,2564.0,4505.0,34000.0,FINN115I
WAVE110I,blue,2561.0,2592.655274888559,33900.0,WAVE110I
WAVE110I,blue,2558.0,2592.655274888559,27900.0,WAVE110I
FINN115I,Other,2562.0,2592.655274888559,34000.0,FINN115I
FINN115I,black,2564.0,4754.0,32900.0,FINN115I
SONIC125,red,2548.0,2592.655274888559,20900.0,SONIC125
WAVE110I,blue,2561.0,2592.655274888559,33900.0,WAVE110I
FINN115I,black,2563.0,2592.655274888559,36500.0,FINN115I
WAVE125I,white,2563.0,2592.655274888559,45900.0,WAVE125I
FINN115I,black,2564.0,2592.655274888559,35900.0,FINN115I
WAVE110I,black,2559.0,2592.655274888559,34500.0,WAVE110I
WAVE110I,blue,2558.0,2592.655274888559,27500.0,WAVE110I
WAVE110I,black,2563.0,2592.655274888559,33900.0,WAVE110I
WAVE110I,blue,2557.0,2592.655274888559,29500.0,WAVE110I
WAVE110I,blue,2560.0,2592.655274888559,31500.0,WAVE110I
FINN115I,black,2564.0,8393.0,36900.0,FINN115I
FINN115I,red,2563.0,2592.655274888559,31900.0,FINN115I
WAVE110I,white,2558.0,2592.655274888559,28900.0,WAVE110I
WAVE110I,black,2559.0,2592.655274888559,29500.0,WAVE110I
FINN115I,blue,2564.0,2592.655274888559,35900.0,FINN115I
DREAM SUPER CUB,red,2559.0,2592.655274888559,30500.0,DREAM SUPER CUB
WAVE110I,black,2560.0,2592.655274888559,33500.0,WAVE110I
WAVE125I,blue,2558.0,2592.655274888559,30900.0,WAVE125I
WAVE110I,red,2560.0,2592.655274888559,30500.0,WAVE110I
WAVE125I,black,2559.0,2592.655274888559,35500.0,WAVE125I
FINN115I,black,2564.0,3256.0,35900.0,FINN115I
FINN115I,black,2562.0,2592.655274888559,23900.0,FINN115I
WAVE110I,red,2562.0,2592.655274888559,32900.0,WAVE110I
WAVE110I,red,2558.0,2592.655274888559,28500.0,WAVE110I
WAVE110I,red,2564.0,5868.0,36900.0,WAVE110I
WAVE110I,red,2560.0,2592.655274888559,28500.0,WAVE110I
WAVE110I,red,2557.0,2592.655274888559,31500.0,WAVE110I
WAVE125I,purple,2553.0,2592.655274888559,32900.0,WAVE125I
FINN115I,blue,2561.0,2592.655274888559,29900.0,FINN115I
FINN115I,black,2563.0,2592.655274888559,35000.0,FINN115I
WAVE110I,black,2561.0,2592.655274888559,32900.0,WAVE110I
FINN115I,black,2564.0,4730.0,36900.0,FINN115I
FINN115I,blue,2564.0,4337.0,35500.0,FINN115I
FINN115I,red,2563.0,6648.0,33000.0,FINN115I
FINN115I,red,2564.0,3534.0,33000.0,FINN115I
WAVE110I,white,2564.0,5325.0,36000.0,WAVE110I
WAVE110I,pink,2553.0,2592.655274888559,17900.0,WAVE110I
FINN115I,black,2563.0,2592.655274888559,33500.0,FINN115I
FINN115I,black,2564.0,1930.0,35900.0,FINN115I
WAVE110I,blue,2559.0,2592.655274888559,29900.0,WAVE110I
WAVE110I,red,2564.0,5452.0,42500.0,WAVE110I
FINN115I,black,2564.0,4532.0,36500.0,FINN115I
FINN115I,blue,2564.0,3050.0,35900.0,FINN115I
WAVE110I,blue,2563.0,2592.655274888559,36500.0,WAVE110I
WAVE110I,black,2554.0,2592.655274888559,22500.0,WAVE110I
WAVE110I,blue,2553.0,2592.655274888559,18500.0,WAVE110I
WAVE110I,blue,2563.0,2592.655274888559,35500.0,WAVE110I
DREAM SUPER CUB,red,2562.0,2592.655274888559,35500.0,DREAM SUPER CUB
WAVE110I,blue,2564.0,9476.0,39500.0,WAVE110I
EXCITER,black,2563.0,4460.0,49000.0,EXCITER
WAVE125I,black,2562.0,2592.655274888559,43000.0,WAVE125I
WAVE110I,white,2563.0,2592.655274888559,36000.0,WAVE110I
WAVE110I,black,2563.0,2592.655274888559,36000.0,WAVE110I
WAVE110I,black,2563.0,2592.655274888559,39000.0,WAVE110I
WAVE110I,red,2563.0,2592.655274888559,33500.0,WAVE110I
WAVE110I,gray,2564.0,6730.0,35500.0,WAVE110I
WAVE110I,blue,2560.0,2592.655274888559,27000.0,WAVE110I
WAVE110I,blue,2558.0,2592.655274888559,29000.0,WAVE110I
DREAM SUPER CUB,yellow,2558.0,2592.655274888559,24500.0,DREAM SUPER CUB
WAVE110I,blue,2556.0,2592.655274888559,23000.0,WAVE110I
WAVE125I,blue,2560.0,2592.655274888559,39500.0,WAVE125I
WAVE125I,black,2563.0,9926.0,44500.0,WAVE125I
WAVE110I,blue,2561.0,2592.655274888559,26000.0,WAVE110I
FINN115I,blue,2564.0,1447.0,39500.0,FINN115I
WAVE110I,black,2562.0,2592.655274888559,33000.0,WAVE110I
WAVE110I,white,2558.0,2592.655274888559,27000.0,WAVE110I
WAVE125I,black,2558.0,2592.655274888559,32000.0,WAVE125I
DREAM SUPER CUB,blue,2560.0,2592.655274888559,36000.0,DREAM SUPER CUB
DREAM SUPER CUB,brown,2559.0,2592.655274888559,30500.0,DREAM SUPER CUB
WAVE110I,blue,2560.0,2592.655274888559,29500.0,WAVE110I
WAVE100,blue,2545.0,2592.655274888559,13000.0,WAVE100
WAVE110I,red,2560.0,2592.655274888559,29500.0,WAVE110I
FINN115I,black,2563.0,2592.655274888559,36000.0,FINN115I
FINN115I,red,2562.0,2592.655274888559,32500.0,FINN115I
WAVE110I,black,2556.0,2592.655274888559,25000.0,WAVE110I
WAVE110I,red,2559.0,2592.655274888559,29000.0,WAVE110I
FINN115I,red,2563.0,2592.655274888559,30500.0,FINN115I
WAVE125I,black,2552.0,2592.655274888559,36000.0,WAVE125I
WAVE110I,black,2562.0,2592.655274888559,33000.0,WAVE110I
WAVE110I,blue,2563.0,2592.655274888559,34000.0,WAVE110I
WAVE110I,black,2562.0,2592.655274888559,36500.0,WAVE110I
WAVE110I,black,2561.0,2592.655274888559,36000.0,WAVE110I
FINN115I,red,2563.0,2592.655274888559,32500.0,FINN115I
FINN115I,blue,2562.0,2592.655274888559,31000.0,FINN115I
WAVE125I,red,2558.0,2592.655274888559,30000.0,WAVE125I
FINN115I,blue,2563.0,2592.655274888559,29500.0,FINN115I
WAVE110I,white,2563.0,6546.0,36500.0,WAVE110I
WAVE110I,black,2558.0,2592.655274888559,28500.0,WAVE110I
WAVE125I,white,2549.0,2592.655274888559,33000.0,WAVE125I
WAVE110I,black,2558.0,29.0,29500.0,WAVE110I
WAVE110I,white,2561.0,2592.655274888559,33000.0,WAVE110I
WAVE125I,blue,2562.0,2592.655274888559,42500.0,WAVE125I
FINN115I,black,2563.0,8663.0,34000.0,FINN115I
FINN115I,blue,2563.0,2592.655274888559,33500.0,FINN115I
DREAM SUPER CUB,pink,2562.0,2592.655274888559,34500.0,DREAM SUPER CUB
WAVE125I,black,2560.0,34.0,34000.0,WAVE125I
WAVE125I,white,2559.0,2592.655274888559,35000.0,WAVE125I
WAVE110I,black,2563.0,2592.655274888559,36000.0,WAVE110I
WAVE110I,orange,2562.0,2592.655274888559,34000.0,WAVE110I
WAVE110I,orange,2560.0,2592.655274888559,29000.0,WAVE110I
WAVE110I,blue,2560.0,2592.655274888559,32000.0,WAVE110I
WAVE125I,black,2563.0,9427.0,44500.0,WAVE125I
FINN115I,red,2562.0,2592.655274888559,34000.0,FINN115I
DREAM SUPER CUB,red,2560.0,2592.655274888559,33000.0,DREAM SUPER CUB
WAVE110I,blue,2562.0,4357.0,39000.0,WAVE110I
WAVE110I,white,2562.0,2592.655274888559,36000.0,WAVE110I
WAVE110I,red,2560.0,2592.655274888559,29000.0,WAVE110I
FINN115I,red,2563.0,7884.0,35000.0,FINN115I
SONIC125,blue,2548.0,2592.655274888559,18500.0,SONIC125
WAVE110I,red,2563.0,2592.655274888559,37500.0,WAVE110I
WAVE110I,red,2562.0,5419.0,34900.0,WAVE110I
WAVE110I,black,2562.0,2592.655274888559,35500.0,WAVE110I
WAVE125I,blue,2556.0,2592.655274888559,29500.0,WAVE125I
FINN115I,red,2563.0,2592.655274888559,31500.0,FINN115I
DREAM SUPER CUB,white,2563.0,2995.0,37500.0,DREAM SUPER CUB
WAVE110I,blue,2563.0,4802.0,38500.0,WAVE110I
WAVE125I,blue,2555.0,2592.655274888559,30500.0,WAVE125I
WAVE125I,white,2561.0,2592.655274888559,39500.0,WAVE125I
WAVE125I,black,2559.0,2592.655274888559,34000.0,WAVE125I
WAVE125S,black,2548.0,2592.655274888559,28900.0,WAVE125S
WAVE125I,blue,2563.0,5933.0,45000.0,WAVE125I
DREAM SUPER CUB,red,2560.0,2592.655274888559,33000.0,DREAM SUPER CUB
WAVE110I,blue,2562.0,2592.655274888559,36500.0,WAVE110I
WAVE110I,white,2560.0,2592.655274888559,32000.0,WAVE110I
WAVE100,blue,2540.0,2592.655274888559,16900.0,WAVE100
WAVE125I,red,2560.0,2592.655274888559,31500.0,WAVE125I
SONIC125,blue,2551.0,2592.655274888559,21500.0,SONIC125
WAVE110I,blue,2561.0,2592.655274888559,34000.0,WAVE110I
WAVE125I,black,2560.0,2592.655274888559,37000.0,WAVE125I
WAVE110I,red,2559.0,2592.655274888559,31500.0,WAVE110I
WAVE110I,blue,2561.0,2592.655274888559,30500.0,WAVE110I
WAVE110I,white,2563.0,2592.655274888559,36500.0,WAVE110I
WAVE110I,blue,2562.0,2592.655274888559,35500.0,WAVE110I
WAVE125I,red,2562.0,2592.655274888559,40500.0,WAVE125I
WAVE110I,black,2562.0,5508.0,37000.0,WAVE110I
WAVE110I,red,2562.0,4130.0,32000.0,WAVE110I
DREAM SUPER CUB,orange,2563.0,2592.655274888559,35000.0,DREAM SUPER CUB
WAVE125R,blue,2549.0,2592.655274888559,23000.0,WAVE125R
WAVE125I,blue,2563.0,2592.655274888559,42000.0,WAVE125I
WAVE125I,gray,2562.0,2592.655274888559,41000.0,WAVE125I
WAVE110I,black,2561.0,2592.655274888559,33000.0,WAVE110I
WAVE110I,red,2556.0,2592.655274888559,21000.0,WAVE110I
WAVE125I,blue,2555.0,2592.655274888559,31000.0,WAVE125I
WAVE110I,gray,2562.0,2592.655274888559,35000.0,WAVE110I
SONIC125,black,2553.0,2592.655274888559,18500.0,SONIC125
SONIC125,black,2551.0,2592.655274888559,20000.0,SONIC125
WAVE125I,white,2554.0,2592.655274888559,32000.0,WAVE125I
WAVE110I,white,2561.0,2592.655274888559,32000.0,WAVE110I
WAVE125I,black,2555.0,2592.655274888559,25000.0,WAVE125I
FINN115I,blue,2563.0,2592.655274888559,29500.0,FINN115I
DREAM SUPER CUB,blue,2560.0,2592.655274888559,29500.0,DREAM SUPER CUB
FINN115I,black,2562.0,2592.655274888559,33500.0,FINN115I
WAVE110I,red,2563.0,2592.655274888559,35500.0,WAVE110I
WAVE110I,red,2563.0,6963.0,36000.0,WAVE110I
WAVE125I,white,2552.0,2592.655274888559,30000.0,WAVE125I
WAVE110I,white,2559.0,2592.655274888559,22000.0,WAVE110I
WAVE110I,gray,2561.0,2592.655274888559,29000.0,WAVE110I
DREAM SUPER CUB,green,2559.0,2592.655274888559,28000.0,DREAM SUPER CUB
WAVE110I,red,2559.0,2592.655274888559,29000.0,WAVE110I
WAVE125I,black,2555.0,2592.655274888559,29000.0,WAVE125I
WAVE110I,white,2558.0,2592.655274888559,28000.0,WAVE110I
WAVE125I,blue,2552.0,2592.655274888559,25000.0,WAVE125I
WAVE125I,black,2561.0,2592.655274888559,38000.0,WAVE125I
EXCITER,black,2558.0,2592.655274888559,27500.0,EXCITER
WAVE110I,black,2560.0,2592.655274888559,33000.0,WAVE110I
WAVE110I,white,2556.0,2592.655274888559,24500.0,WAVE110I
WAVE110I,black,2563.0,2592.655274888559,32500.0,WAVE110I
FINN115I,blue,2562.0,9880.0,34500.0,FINN115I
WAVE110I,blue,2554.0,2592.655274888559,21000.0,WAVE110I
WAVE110I,black,2553.0,2592.655274888559,21500.0,WAVE110I
WAVE125R,red,2548.0,2592.655274888559,26000.0,WAVE125R
DREAM SUPER CUB,blue,2559.0,2592.655274888559,30000.0,DREAM SUPER CUB
WAVE110I,gray,2561.0,2592.655274888559,33000.0,WAVE110I
WAVE125I,red,2554.0,2592.655274888559,39000.0,WAVE125I
WAVE110I,orange,2561.0,2592.655274888559,34000.0,WAVE110I
WAVE110I,blue,2553.0,2592.655274888559,21500.0,WAVE110I
DREAM SUPER CUB,blue,2560.0,2592.655274888559,34000.0,DREAM SUPER CUB
DREAM SUPER CUB,blue,2560.0,2592.655274888559,32000.0,DREAM SUPER CUB
WAVE125I,blue,2559.0,2592.655274888559,34000.0,WAVE125 I
WAVE125I,black,2560.0,2592.655274888559,43000.0,WAVE125 I
WAVE125I,blue,2553.0,2592.655274888559,33000.0,WAVE 125 I
WAVE125I,white,2554.0,2592.655274888559,33000.0,WAVE 125 I
WAVE125I,blue,2554.0,2592.655274888559,33000.0,WAVE 125 I
EXCITER,black,2559.0,2592.655274888559,32500.0,EXCITER
WAVE110I,blue,2557.0,2592.655274888559,26000.0,WAVE 110 I
WAVE110I,white,2561.0,2592.655274888559,30500.0,WAVE 110 I
WAVE125I,red,2561.0,2592.655274888559,38000.0,WAVE 125 I
DREAM SUPER CUB,red,2560.0,2592.655274888559,32500.0,DREAM SUPER CUB
WAVE110I,white,2558.0,2592.655274888559,25000.0,WAVE110I
WAVE125I,Other,2562.0,3219.0,45500.0,WAVE125I
WAVE110I,red,2563.0,2471.0,38000.0,WAVE110I
WAVE110I,red,2557.0,2592.655274888559,27000.0,WAVE110 I
WAVE110I,blue,2555.0,2592.655274888559,24500.0,WAVE 110I
WAVE110I,Other,2561.0,2592.655274888559,32500.0,WAVE110I
DREAM SUPER CUB,blue,2562.0,2592.655274888559,35500.0,DREAM SUPER CUB
DREAM SUPER CUB,Other,2562.0,2592.655274888559,30000.0,DREAM SUPER CUB
WAVE110I,Other,2559.0,2592.655274888559,29500.0,WAVE110I
WAVE125I,black,2563.0,6908.0,40000.0,WAVE125I
WAVE110I,blue,2557.0,2592.655274888559,25000.0,WAVE110I
WAVE110I,white,2561.0,2592.655274888559,27000.0,WAVE110I
WAVE110I,Other,2556.0,2000.0,29000.0,WAVE110I
WAVE110I,blue,2561.0,2592.655274888559,27000.0,WAVE 110 I
WAVE110I,white,2561.0,2592.655274888559,29000.0,WAVE 110 I
WAVE110I,blue,2561.0,2592.655274888559,27000.0,WAVE 110 I
WAVE110I,red,2562.0,2592.655274888559,30000.0,WAVE 110 I
WAVE110I,Other,2562.0,5191.0,33000.0,WAVE 110 I
DREAM SUPER CUB,Other,2558.0,2592.655274888559,30000.0,DREAM SUPER CUB
WAVE110I,Other,2555.0,22.0,22500.0,WAVE110 I
DREAM SUPER CUB,Other,2558.0,2592.655274888559,30000.0,DREAM SUPER CUB
WAVE125R,Other,2550.0,2592.655274888559,25500.0,WAVE125R
WAVE110I,black,2562.0,2592.655274888559,31500.0,WAVE 110 I
WAVE110I,white,2558.0,2592.655274888559,25500.0,WAVE 110 I
WAVE110I,red,2558.0,2592.655274888559,26000.0,WAVE 110I
DREAM SUPER CUB,blue,2561.0,2592.655274888559,32000.0,DREAM SUPER CUB
WAVE110I,blue,2562.0,2000.0,32500.0,WAVE 110I
DREAM SUPER CUB,brown,2560.0,2592.655274888559,32000.0,DREAM SUPER CUB
WAVE110I,white,2561.0,2592.655274888559,32000.0,WAVE 110I
WAVE125I,black,2555.0,2592.655274888559,25500.0,WAVE 125 I
DREAM SUPER CUB,red,2562.0,32.0,32500.0,DREAM SUPER CUB
WAVE110I,red,2562.0,2592.655274888559,31500.0,WAVE 110 I
WAVE110I,black,2555.0,2592.655274888559,22500.0,WAVE110I
WAVE125I,blue,2556.0,2592.655274888559,30500.0,WAVE125I
WAVE110I,black,2561.0,2592.655274888559,33000.0,WAVE110I
FINN115I,red,2562.0,2041.0,32000.0,FINN115I
WAVE125I,black,2560.0,2592.655274888559,36000.0,WAVE125I
WAVE110I,red,2562.0,36.0,36000.0,WAVE110I
WAVE110I,white,2558.0,2592.655274888559,25000.0,WAVE110I
WAVE125I,black,2560.0,34.0,34500.0,WAVE 125 I
WAVE110I,black,2561.0,2592.655274888559,32000.0,WAVE 110I
WAVE125I,blue,2552.0,2592.655274888559,28000.0,WAVE125I
WAVE125S,blue,2551.0,2592.655274888559,26500.0,WAVE125S
WAVE110I,Other,2554.0,2592.655274888559,20000.0,WAVE110I
WAVE110I,blue,2562.0,30.0,30500.0,WAVE110I
WAVE110I,Other,2562.0,2592.655274888559,35000.0,WAVE110I
WAVE110I,red,2559.0,2592.655274888559,26500.0,WAVE110I
SONIC125,white,2552.0,2592.655274888559,21000.0,SONIC125
WAVE125I,black,2557.0,2592.655274888559,34500.0,WAVE125I
WAVE110I,blue,2559.0,2592.655274888559,25500.0,WAVE110I
WAVE125I,Other,2560.0,2592.655274888559,34500.0,WAVE125I
WAVE125I,blue,2561.0,2592.655274888559,38000.0,WAVE125I
WAVE125I,black,2560.0,2592.655274888559,37000.0,WAVE125I
WAVE125I,blue,2553.0,2592.655274888559,28000.0,WAVE125I
WAVE125I,Other,2561.0,2592.655274888559,32000.0,WAVE125I
WAVE110I,red,2554.0,2592.655274888559,22000.0,WAVE110I
WAVE110I,Other,2555.0,2592.655274888559,22000.0,WAVE110I
WAVE110I,orange,2561.0,2592.655274888559,34500.0,WAVE110I
WAVE110I,blue,2552.0,2592.655274888559,19000.0,WAVE110I
WAVE110I,black,2561.0,2592.655274888559,28000.0,WAVE110I
WAVE125I,black,2556.0,2592.655274888559,24500.0,WAVE125I
WAVE110I,red,2558.0,2592.655274888559,26000.0,WAVE110I
WAVE110I,red,2556.0,2592.655274888559,20000.0,WAVE110I
WAVE110I,blue,2561.0,2592.655274888559,29000.0,WAVE110I
WAVE110I,red,2561.0,2592.655274888559,32000.0,WAVE110I
WAVE125I,red,2561.0,2592.655274888559,36000.0,WAVE125I
WAVE110I,orange,2560.0,2592.655274888559,33000.0,WAVE110I
WAVE110I,blue,2557.0,2592.655274888559,27500.0,WAVE110I
WAVE110I,blue,2561.0,2592.655274888559,32000.0,WAVE110I
WAVE125I,blue,2561.0,2592.655274888559,38000.0,WAVE125I
WAVE125I,blue,2561.0,37.0,37000.0,WAVE125I
WAVE110I,blue,2562.0,2592.655274888559,35000.0,WAVE110I
DREAM SUPER CUB,blue,2560.0,2592.655274888559,34500.0,DREAM SUPER CUB
DREAM SUPER CUB,green,2561.0,2592.655274888559,33000.0,DREAM SUPER CUB
DREAM SUPER CUB,red,2560.0,2592.655274888559,31500.0,DREAM SUPER CUB
WAVE125I,blue,2561.0,2592.655274888559,39000.0,WAVE125I
WAVE110I,blue,2560.0,2592.655274888559,33000.0,WAVE110I
WAVE110I,white,2557.0,2592.655274888559,25000.0,WAVE110I
WAVE110I,black,2560.0,2592.655274888559,31500.0,WAVE110I
WAVE125I,black,2557.0,2592.655274888559,30000.0,WAVE125I
WAVE125I,black,2557.0,2592.655274888559,32000.0,WAVE125I
WAVE110I,orange,2561.0,2592.655274888559,36500.0,WAVE110I
WAVE110I,Other,2561.0,2592.655274888559,36000.0,WAVE110I
WAVE110I,orange,2561.0,2592.655274888559,35500.0,WAVE110I
WAVE110I,orange,2561.0,2592.655274888559,35000.0,WAVE110I
WAVE110I,red,2561.0,2592.655274888559,28000.0,WAVE110I
WAVE125R,blue,2548.0,2592.655274888559,28000.0,WAVE125R
WAVE110I,blue,2561.0,2592.655274888559,32500.0,WAVE110I
WAVE110I,blue,2561.0,3900.0,31500.0,WAVE110I
WAVE110I,white,2561.0,29.0,29000.0,WAVE110I
WAVE110I,blue,2557.0,28.0,28000.0,WAVE110I
WAVE125I,blue,2558.0,36.0,36000.0,WAVE125I
WAVE110I,black,2553.0,2592.655274888559,18000.0,WAVE110I
WAVE110I,blue,2561.0,32.0,32500.0,WAVE110I
DREAM SUPER CUB,blue,2561.0,5600.0,34000.0,DREAM SUPER CUB
WAVE110I,red,2561.0,32.0,32000.0,WAVE110I
WAVE110I,black,2559.0,2592.655274888559,32000.0,WAVE110I
WAVE110I,blue,2559.0,2592.655274888559,32500.0,WAVE110I
DREAM SUPER CUB,pink,2560.0,2592.655274888559,33000.0,DREAM SUPER CUB
WAVE110I,black,2561.0,2592.655274888559,31000.0,WAVE110I
WAVE110I,Other,2559.0,32.0,32500.0,WAVE110I
WAVE125I,red,2554.0,2592.655274888559,36000.0,WAVE125I
WAVE125I,white,2554.0,2592.655274888559,33000.0,WAVE125I
WAVE125I,white,2560.0,2592.655274888559,38000.0,WAVE125I
WAVE110I,black,2560.0,32.0,32000.0,WAVE110I
WAVE110I,Other,2561.0,33.0,33000.0,WAVE110I
WAVE110I,blue,2558.0,2592.655274888559,28000.0,WAVE110I
WAVE110I,white,2556.0,2592.655274888559,25000.0,WAVE110I
WAVE125I,blue,2558.0,2592.655274888559,36000.0,WAVE125I
WAVE110I,blue,2556.0,2592.655274888559,23000.0,WAVE110I
SONIC125,red,2552.0,2592.655274888559,21000.0,SONIC125
WAVE110I,blue,2555.0,2592.655274888559,25000.0,WAVE110I
WAVE125I,Other,2555.0,2592.655274888559,25500.0,WAVE125I
WAVE110I,blue,2556.0,2592.655274888559,22000.0,WAVE110I
WAVE125I,Other,2554.0,2592.655274888559,34000.0,WAVE125I
WAVE110I,blue,2560.0,2592.655274888559,28000.0,WAVE110I
WAVE125I,red,2556.0,2592.655274888559,30000.0,WAVE125I
WAVE110I,white,2553.0,2592.655274888559,19500.0,WAVE110 I
WAVE125I,black,2558.0,38.0,38000.0,WAVE125 I
WAVE125I,black,2558.0,2592.655274888559,38000.0,WAVE125 I
WAVE110I,red,2558.0,2592.655274888559,26500.0,WAVE110I
WAVE125I,Other,2561.0,7300.0,43500.0,WAVE125I
WAVE110I,white,2560.0,2592.655274888559,28500.0,WAVE110I
WAVE110I,blue,2560.0,2592.655274888559,27000.0,WAVE110I
WAVE110I,Other,2561.0,2592.655274888559,32000.0,WAVE110I
WAVE110I,blue,2560.0,2592.655274888559,27000.0,WAVE110 I
SONIC125,blue,2544.0,2592.655274888559,16000.0,SONIC125
SONIC125,Other,2548.0,2592.655274888559,20000.0,SONIC125
DREAM SUPER CUB,pink,2561.0,9300.0,34000.0,DREAM SUPER CUB
WAVE110I,blue,2559.0,2592.655274888559,29900.0,WAVE110 I
WAVE125I,black,2555.0,2592.655274888559,30500.0,WAVE125 I
DREAM SUPER CUB,red,2560.0,2592.655274888559,35500.0,DREAM SUPER CUB
DREAM SUPER CUB,pink,2561.0,8000.0,37500.0,DREAM SUPER CUB
DREAM SUPER CUB,Other,2557.0,2592.655274888559,34000.0,DREAM SUPER CUB
DREAM SUPER CUB,red,2561.0,35.0,35000.0,DREAM SUPER CUB
WAVE110I,red,2560.0,2592.655274888559,31500.0,WAVE110I
WAVE125I,black,2557.0,2592.655274888559,32500.0,WAVE125I
SONIC125,blue,2550.0,2592.655274888559,19900.0,SONIC125
WAVE125I,blue,2560.0,37.0,37000.0,WAVE125I
WAVE125I,red,2555.0,26.0,26000.0,WAVE125I
WAVE110I,blue,2556.0,2592.655274888559,25000.0,WAVE110I
DREAM SUPER CUB,yellow,2558.0,33.0,33000.0,DREAM SUPER CUB
WAVE110I,Other,2561.0,2592.655274888559,32000.0,WAVE110I
WAVE125I,white,2558.0,2592.655274888559,33000.0,WAVE125I
WAVE110I,Other,2560.0,2592.655274888559,27000.0,WAVE110I
WAVE125S,red,2546.0,2592.655274888559,18000.0,WAVE125S
WAVE110I,Other,2560.0,2592.655274888559,27000.0,WAVE110I
WAVE110I,white,2560.0,2592.655274888559,26000.0,WAVE110I
WAVE110I,Other,2555.0,2592.655274888559,22500.0,WAVE110I
SONIC125,red,2550.0,2592.655274888559,17500.0,SONIC125
SONIC125,blue,2547.0,2592.655274888559,14500.0,SONIC125
DREAM SUPER CUB,Other,2560.0,2592.655274888559,35000.0,DREAM SUPER CUB
WAVE125S,Other,2546.0,2592.655274888559,18500.0,WAVE125S
WAVE110I,Other,2558.0,2592.655274888559,28500.0,WAVE110I
WAVE110I,white,2561.0,31.0,31000.0,WAVE110I
WAVE110I,black,2560.0,2592.655274888559,26500.0,WAVE110 I
WAVE125I,red,2559.0,2592.655274888559,36000.0,WAVE125 I
DREAM SUPER CUB,red,2559.0,2592.655274888559,35000.0,DREAM SUPER CUB
DREAM SUPER CUB,gray,2560.0,2592.655274888559,34500.0,DREAM SUPER CUB
WAVE100,blue,2547.0,2592.655274888559,16000.0,WAVE100
WAVE125I,blue,2559.0,2592.655274888559,36000.0,WAVE125 I
WAVE110I,Other,2558.0,31.0,31500.0,WAVE110 I
WAVE110I,Other,2558.0,2592.655274888559,28000.0,WAVE110 I
WAVE110I,Other,2560.0,7800.0,32000.0,WAVE110 I
WAVE110I,Other,2559.0,30.0,30500.0,WAVE110I
WAVE110I,Other,2560.0,2592.655274888559,31000.0,WAVE110I
WAVE125I,Other,2559.0,29.0,29000.0,WAVE125I
WAVE125I,Other,2561.0,4.0,41000.0,WAVE125I
WAVE110I,white,2556.0,2592.655274888559,22000.0,WAVE110I
WAVE110I,black,2553.0,2592.655274888559,20500.0,WAVE110I
WAVE110I,blue,2558.0,2592.655274888559,25000.0,WAVE110I
