id,CarName,YEAR,COLOR,mileage,price,list_name
4310,FINO125 ,2560,สีน้ำเงินสวยๆ,,27900.0,category-มอเตอร์ไซค์ AUTO
4354,SCOOPY-I ,2555,สีชมพูดำสวยๆ,,20900.0,category-มอเตอร์ไซค์ AUTO
4336,GRAND FILANO HYBRID ,2564,สีเขียวหวานๆ,6052,49400.0,category-มอเตอร์ไซค์ AUTO
4272,CLICK150i ,2563,สีดำส้มเท่ๆ,,46900.0,category-มอเตอร์ไซค์ AUTO
4357,MOOVE ,2558,สีขาวสวยๆ,,22900.0,category-มอเตอร์ไซค์ AUTO
4269,CLICK125I ,2564,สีขาวดำสวยๆ,5000,45900.0,category-มอเตอร์ไซค์ AUTO
4331,FINO115 ,2555,สีขาวดำเท่ๆ,,18500.0,category-มอเตอร์ไซค์ AUTO
4328,PCX 150 ,2563,สีเทาเท่ๆ,,73500.0,category-มอเตอร์ไซค์ AUTO
4305,CLICK125i ,2560,สีแดงเท่ๆ,,31500.0,category-มอเตอร์ไซค์ AUTO
4347,PCX 150 ,2563,สีแดงสวยๆ,,76900.0,category-มอเตอร์ไซค์ AUTO
4315,CLICK125I ,2561,สีน้ำเงินสวยๆ,,31900.0,category-มอเตอร์ไซค์ AUTO
4314,AEROX155ABS ,2560,สีขาวสวยๆ,,37900.0,category-มอเตอร์ไซค์ AUTO
4228,MOOVE ,2561,สีดำชมพูสวยๆ,,32000.0,category-มอเตอร์ไซค์ AUTO
4339,SCOOPY-I ,2556,สีดำแดงสวยๆ,,22900.0,category-มอเตอร์ไซค์ AUTO
